국회의원코드,-,국회의원명,국회의원한자명,국회의원영문명,생일구분코드,생일일자,직책명,정당명,선거구명,선거구구분명,위원회명,소속위원회명,재선구분명,당선대수,성별,전화번호,국회의원이메일주소,국회의원홈페이지URL,보좌관,비서관,비서,약력,사무실 호실,국회의원사진
39P2522W,역대의원,민병두,閔丙두,MIN BYUNGDOO,양,1958-06-10,국회의원,열린우리당/민주통합당/더불어민주당,비례대표/서울 동대문구을/서울 동대문구을,비례대표/지역구/지역구,null,"국무총리후보자(한승수)에관한인사청문특별위원회, 정치관계법특별위원회, 교육위원회, 예산결산특별위원회, 투명사회협약실천특별위원회, 문화관광위원회/국가정보원등 국가기관의 정치적 중립성 강화를 위한 제도개선 특별위원회, 국무총리후보자(정홍원)에 관한 인사청문특별위원회, 예산결산특별위원회, 정무위원회/평창동계올림픽 및 국제경기대회지원 특별위원회, 정무위원회",3선,"제17대, 제19대, 제20대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/39P2522W.jpg
PTC5301T,역대의원,민병주,閔丙珠,MIN Byung Joo,음,1959-02-26,null,새누리당,비례대표,비례대표,null,"법제사법위원회, 국회운영위원회, 대법관(박상옥) 임명동의에 관한 인사청문특별위원회, 창조경제활성화 특별위원회, 예산결산특별위원회, 미래창조과학방송통신위원회, 교육문화체육관광위원회, 교육과학기술위원회",초선,제19대,여,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/PTC5301T.jpg
3IJ1089G,역대의원,민병초,閔炳楚,null,음,1941-11-08,null,민주한국당,"전남 해남,진도군",지역구,null,"예산결산특별위원회, 농수산위원회",초선,제11대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/3IJ1089G.jpg
I6C34213,역대의원,민봉기,閔鳳基,Min Bong-gi,음,1936-05-28,국회의원,한나라당,인천 남구갑,지역구,null,"재정제도개혁특별위원회, 중앙선거관리위원회위원선출에관한인사청문특별위원회, 정치개혁특별위원회, 2010년세계박람회유치특별위원회, 보훈특별위원회, 재해대책특별위원회, 예산결산특별위원회, 행정자치위원회",초선,제16대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/I6C34213.jpg
ME56811B,역대의원,민영남,閔永南,null,음,1907-07-03,null,무소속/자유민주당,전남 해남군을/전남 해남군,지역구/지역구,null,"농림위원회/국공유지등부정불하진상조사특별위원회, 농림위원회",재선,"제3대, 제6대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/ME56811B.jpg
EZ25881E,역대의원,민영복,閔泳復,null,음,1986-00-00,null,무소속,충북 청주,지역구,null,내무위원회,초선,제2대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/EZ25881E.jpg
TXE85564,역대의원,민장식,閔壯植,null,음,1910-02-01,null,민주당/민주당,충북 영동군/충북 영동,지역구/지역구,null,태풍재해대책특별위원회,재선,"제4대, 제5대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/TXE85564.jpg
K8S19484,역대의원,민태구,閔泰求,"Min, Tae-koo",음,1934-07-10,null,민주자유당,"충북 진천,음성군",지역구,null,"지방자치발전특별위원회, 국제경쟁력강화및경제제도개혁에관한특별위원회, 국방위원회, 예산결산특별위원회, 국회운영위원회, 농림수산위원회",초선,제14대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/K8S19484.jpg
97C8328D,역대의원,민현주,閔炫珠,MIN Hyunjoo,음,1969-07-23,null,새누리당,비례대표,비례대표,null,"정치개혁 특별위원회, 국회운영위원회, 환경노동위원회, 아동·여성대상 성폭력 대책 특별위원회, 보건복지위원회, 여성가족위원회",초선,제19대,여,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/97C8328D.jpg
VRY5522V,현직의원,민형배,閔炯培,MIN HYUNGBAE,양,1961-06-15,위원,더불어민주당/더불어민주당,광주 광산구을/광주 광산구을,지역구/지역구,문화체육관광위원회,문화체육관광위원회,재선,"제21대, 제22대",남,02-6788-6426,mhb1961@naver.com,https://blog.naver.com/gjminsim,"박수미, 정호윤","이슬지, 최경식","김유리, 이재홍, 김차경, 이석영, 김예준","■ 학력 - 목포고 졸업 - 전남대학교 사회학 박사  ■ 주요경력 (현) 제21&middot;22대 국회의원 (광주 광산구을) (현) 국회 문화체육관광위원회 위원 (현) 국회 기후위기 특별위원회 위원  (현) 더불어민주당 국민주권 검찰정상화 특별위원회 위원장 (현) 더불어민주당 광주 광산구을 지역위원회 위원장  (전) 국회 정무위, 법사위, 교육위, 과방위 위원 (전) 국회 예결위, 첨단전략산업특위, 운영위 위원 (전) 더불어민주당 전략기획위원장  (전) 더불어민주당 사회적경제위원회 위원장 (전) 더불어민주당 원내부대표 (정무) (전) 더불어민주당 정치검찰사건조작특별대책단 단장 (전) 더불어민주당 사법정의실현 및 검찰독재대책위원회 부위원장   (전) 더불어민주당 검찰개혁, 언론자유대책특위 위원  (전) 문재인 대통령 사회정책, 자치발전 비서관 (전) 광주광역시 광산구청장 (5,6기) (전) 노무현 대통령 사회조정비서관  ■ 저서 - 2023. 탈당의 정치 (단비P&amp;B) - 2019. 정치의 반전을 꿈꾸다 (메디치미디어) - 2017. 광주의 권력 (단비P&amp;B) - 2015. 내일의 권력 (단비P&amp;B) - 2013. 자치가 진보다 (메디치미디어)  ■ 좌우명 - 화이부동 (和而不同)  ",의원회관 534호,https://www.assembly.go.kr/static/portal/img/openassm/new/d8e518134ac540cc8f68fa4655e351df.png
O6D8329R,현직의원,민홍철,閔洪喆,MIN HONGCHUL,양,1961-04-18,위원,민주통합당/더불어민주당/더불어민주당/더불어민주당,경남 김해시갑/경남 김해시갑/경남 김해시갑/경남 김해시갑,지역구/지역구/지역구/지역구,"국토교통위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회","국토교통위원회, 윤석열정부의비상계엄선포를통한내란혐의진상규명국정조사특별위원회",4선,"제19대, 제20대, 제21대, 제22대",남,02-784-6490,gikuchon@nate.com,http://www.민사랑.com/,"김대승, 한주연","성채린, 황광덕","임주성, 정재욱, 지준혁, 노은주, 최미애","[학 력]     김해동광초등학교 졸업   김해중학교 졸업  김해고등학교 졸업  부산대학교 법학과 졸업  부산대학교 대학원 법학과 졸업(법학석사)  [경 력]  제22대 국회의원(4선, 경남 김해시갑) 제22대 국회 반기 국토교통위원회 위원    (前) 육군 법무감(준장)  (前) 고등군사법원 법원장  (前) 국방부 인사소청위원회 위원장   (前) 중앙행정심판위원회 비상임위원   (前)국회 국방위원회 위원장  (前) 제19,20,21대 국회의원  (前) 더불어민주당 경상남도당 위원장  (前) 더불어민주당 제2정책조정위원장  (前) 더불어민주당 최고위원  (前) 더불어민주당 제4차 정기전국대의원대회 선거관리위원장(2020.05.29.~08.29)  (前) 국회 국토교통위원회 간사  (前) 국회 국방위원회 간사  (前) 국회 평창동계올림픽 및 국제경기대회지원 특별위원회 위원  (前) 국회 예산결산특별위원회 위원(2012, 2014, 2015, 2017년, 2018년)  (前) 대법관 인사청문특위 간사  (前) 국회 국토교통위원회 간사  (前) 국회 남북경제협력특별위원회 위원  (前) 국회 군 인권개선 및 병영문화혁신특별위원회 위원  (前) 국회 지방자치발전특별위원회 위원  (前) 국회 세월호 침몰사고 진상규명을 위한 국정조사 특별위원회 위원  (前) 새정치민주연합 원내부대표  (前) 민주당 수석사무부총장",의원회관 554호,https://www.assembly.go.kr/static/portal/img/openassm/new/1f07bdf68cd4426d9922e933e8647783.jpg
JMD3241I,역대의원,박경미,朴炅美,PARK KYUNGMEE,음,1965-10-15,null,더불어민주당,비례대표,비례대표,null,"국무총리(정세균) 임명동의에 관한 인사청문특별위원회, 보건복지위원회, 과학기술정보방송통신위원회, 외교통일위원회, 교육위원회, 국회운영위원회, 4차 산업혁명 특별위원회, 미래일자리 특별위원회, 여성가족위원회, 교육문화체육관광위원회",초선,제20대,여,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/JMD3241I.jpg
XWZ7959E,역대의원,박경석,朴敬錫,"Park, Kyung-suk",음,1937-02-11,null,민주정의당/민주정의당,"경북 포항시,영일,울릉군",전국구/지역구,null,"농수산위원회, 국방위원회, 국회운영위원회/문교공보위원회, 헌법개정특별위원회, 예산결산특별위원회, 국회운영위원회, 상공위원회",재선,"제11대, 제12대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/XWZ7959E.jpg
DZG7656A,역대의원,박경섭,朴景燮,Park Kyung-sub,음,1952-04-13,국회의원,한나라당,비례대표,비례대표,null,null,초선,제16대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/DZG7656A.jpg
0VC4391G,역대의원,박경수,朴炅秀,"Park, Kyung-soo",음,1938-12-28,null,통일민주당/민주자유당,"강원 횡성,원주/강원 횡성,원주",지역구/지역구,null,"예산결산특별위원회, 농림수산위원회/우루과이라운드대책을위한특별위원회, 예산결산특별위원회, 농림수산위원회",재선,"제13대, 제14대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/0VC4391G.jpg
EI81766G,역대의원,박경원,朴璟遠,null,음,1923-01-03,null,민주공화당,"서울 마포,용산구",지역구,null,국방위원회,초선,제10대,남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/EI81766G.jpg
2LX5217V,역대의원,박계동,朴啓東,"Park, Gye-dong",음,1952-12-20,국회의원/국회의원,민주당/한나라당,서울 강서구갑/서울특별시 송파구을,지역구/지역구,null,"여성특별위원회, 예산결산특별위원회, 국방위원회, 문화체육공보위원회, 문화공보위원회/정보위원회, 정무위원회, 헌법재판소재판관(조대현)선출에관한인사청문특위, 중국의고구려사왜곡대책특별위원회, 대법관(김영란)임명동의에관한인사청문특별위원회, 예산결산특별위원회, 통일외교통상위원회",재선,"제14대, 제17대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/2LX5217V.jpg
TQH7044H,역대의원,박관용,朴寬用,"Park, Kwan-yong",음,1938-06-06,국회의원,민주한국당/신한민주당/통일민주당/민주자유당/신한국당/한나라당,부산 동래구/부산 동래구/부산 동래구갑/부산 동래구갑/부산 동래구갑/부산광역시 동래구,지역구/지역구/지역구/지역구/지역구/지역구,null,"예산결산특별위원회, 국회운영위원회, 제24회서울올림픽대회지원특별위원회, 내무위원회/예산결산특별위원회, 헌법개정특별위원회, 내무위원회, 교통체신위원회, 국회운영위원회, 국회상임위원회위원정수에관한규칙개정특별위원회/교육체육청소년위원회, 문교체육위원회, 통일정책특별위원회, 문교공보위원회/문화공보위원회, 건설위원회/정보위원회, 통일외교통상위원회, 보건복지위원회, 통일외무위원회/남북관계발전지원특별위원회, 교육위원회, 통일외교통상위원회, 남북정상회담관련결의안기초특별위원회",6선,"제11대, 제12대, 제13대, 제14대, 제15대, 제16대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/TQH7044H.jpg
K3W33496,역대의원,박광온,朴洸瑥,PARK KWANGON,양,1957-03-26,null,새정치민주연합/더불어민주당/더불어민주당,경기 수원시정/경기 수원시정/경기 수원시정,지역구/지역구/지역구,null,null,3선,"제19대, 제20대, 제21대",남,null,null,null,null,null,null,"MBC 도쿄 특파원, 앵커, 보도국 통일외교부장, 정치국제에디터, 논설위원, 보도국장 제18대 대통령 선거 문재인대통령후보 선거대책위원회 대변인 민주당 홍보위원장 새정치민주연합 대변인 제19대 국회의원 제19대 국회 기획재정위원회 위원 제19대 국회 운영위원회 위원 새정치민주연합 원내부대표 더불어민주당 문재인 당대표 비서실장 제20대 국회의원 더불어민주당 수석대변인 국정기획자문위원회 대변인 겸 경제분과 위원 국회 기획재정위원회 간사 국회 예산결산특별위원회 위원 더불어민주당 국민연금 공공투자정책추진 특별위원회 위원장 더불어민주당 제3정조위 위원장 더불어민주당 경기도당 위원장 현)제21대 국회의원 국회 과학기술정보방송통신위원회 위원장 더불어민주당 최고위원 국회 법제사법위원회 위원장 현)국회 교육위원회 위원",null,https://www.assembly.go.kr/static/portal/img/openassm/K3W33496.jpg
TF57207F,역대의원,박광태,朴光泰,"Park, Kwang-tae",음,1943-06-02,국회의원,민주당/새정치국민회의/새천년민주당,광주 북구갑/광주 북구갑/광주광역시 북구갑,지역구/지역구/지역구,null,"지방자치발전특별위원회, 국제경쟁력강화및경제제도개혁에관한특별위원회, 통상산업위원회, 예산결산특별위원회, 내무위원회, 상공자원위원회, 상공위원회/행정자치위원회, 정치개혁입법특별위원회, 한국조폐공사파업유도진상조사를위한국정조사특별위원회, IMF환란원인규명과경제위기진상조사를위한국정조사특별위원회, 윤리특별위원회, 2002년월드컵등국제경기대회지원특별위원회, 산업자원위원회, 예산결산특별위원회, 통상산업위원회/2002년월드컵등국제경기대회지원특별위원회, 한빛은행대출관련의혹사건등의진상조사를위한국정조사특별위원회, 산업자원위원회",3선,"제14대, 제15대, 제16대",남,null,null,null,null,null,null,null,null,https://www.assembly.go.kr/static/portal/img/openassm/TF57207F.jpg
